,Sender,Titel,Genre,Sparte,Wochentag,Datum,Sendungsanfang,Sendungslänge,Sendungende
6925,SAT1,Anwälte im Einsatz  D,Realitysoap,Unterhaltung,Do,06.08.,2020-06-08 13:00:00,0 days 01:00:00.000000000,2020-06-08 14:00:00
6926,VOX,Zwischen Tüll und Tränen  D,Dokusoap,Unterhaltung,Do,06.08.,2020-06-08 13:00:00,0 days 01:00:00.000000000,2020-06-08 14:00:00
6927,ARTE,Stadt Land Kunst  F,Magazin,Report,Do,06.08.,2020-06-08 13:00:00,0 days 00:40:00.000000000,2020-06-08 13:40:00
6928,PRO7,Mom  USA 2013,Sitcom,Serie,Do,06.08.,2020-06-08 13:05:00,0 days 00:25:00.000000000,2020-06-08 13:30:00
6929,K1,The Mentalist  USA 2012,Krimiserie,Serie,Do,06.08.,2020-06-08 13:05:00,0 days 00:55:00.000000000,2020-06-08 14:00:00
6930,SERVU,mare TV,Reisemagazin,Report,Do,06.08.,2020-06-08 13:05:00,0 days 00:58:00.000000000,2020-06-08 14:03:00
6931,PRO7M,Border Patrol Australia  AUS,Dokureihe,Report,Do,06.08.,2020-06-08 13:05:00,0 days 00:30:00.000000000,2020-06-08 13:35:00
6932,CC,Modern Family  USA 2016,Sitcom,Serie,Do,06.08.,2020-06-08 13:08:00,0 days 00:26:00.000000000,2020-06-08 13:34:00
6933,SIXX,Gilmore Girls  USA 2001,Familienserie,Serie,Do,06.08.,2020-06-08 13:10:00,0 days 00:55:00.000000000,2020-06-08 14:05:00
6934,SAT1G,Unsere kleine Farm  USA 1982,Familienserie,Serie,Do,06.08.,2020-06-08 13:10:00,0 days 00:50:00.000000000,2020-06-08 14:00:00
6935,DMAX,Fang des Lebens – Der gefährlichste Job Alaskas  USA,Reportage,Report,Do,06.08.,2020-06-08 13:15:00,0 days 01:00:00.000000000,2020-06-08 14:15:00
6936,3SAT,"Trinidad – Von Vampiren, Blattschneidern und Herkuleskäfern  D 2007",Wissenschaftsdoku,Report,Do,06.08.,2020-06-08 13:20:00,0 days 00:30:00.000000000,2020-06-08 13:50:00
6937,FES,Tierärztin Dr. Mertens  D 2008,Familienserie,Serie,Do,06.08.,2020-06-08 13:25:00,0 days 00:50:00.000000000,2020-06-08 14:15:00
6938,PRO7,Two and a Half Men  USA 2010,Comedyserie,Serie,Do,06.08.,2020-06-08 13:30:00,0 days 00:25:00.000000000,2020-06-08 13:55:00
6939,2NEO,Psych  USA 2014,Krimiserie,Serie,Do,06.08.,2020-06-08 13:30:00,0 days 00:45:00.000000000,2020-06-08 14:15:00
6940,CC,Modern Family  USA 2016,Sitcom,Serie,Do,06.08.,2020-06-08 13:34:00,0 days 00:26:00.000000000,2020-06-08 14:00:00
6941,RTL-N,Team Knight Rider  USA 1998,Actionserie,Serie,Do,06.08.,2020-06-08 13:35:00,0 days 00:45:00.000000000,2020-06-08 14:20:00
6942,PRO7M,Storage Wars  USA 2015,Auktionssoap,Unterhaltung,Do,06.08.,2020-06-08 13:35:00,0 days 00:20:00.000000000,2020-06-08 13:55:00
6943,ARTE,Die fabelhafte Welt der Amélie  F/D 2001,Alltagsmärchen,Spielfilm,Do,06.08.,2020-06-08 13:40:00,0 days 02:20:00.000000000,2020-06-08 16:00:00
6944,RTLPL,Das Strafgericht  D,Gerichtsshow,Unterhaltung,Do,06.08.,2020-06-08 13:45:00,0 days 00:45:00.000000000,2020-06-08 14:30:00
6945,3SAT,Der Schwarzwald  F 1986,Kurzfilm,Unterhaltung,Do,06.08.,2020-06-08 13:50:00,0 days 00:45:00.000000000,2020-06-08 14:35:00
6946,PRO7,Two and a Half Men  USA 2010,Comedyserie,Serie,Do,06.08.,2020-06-08 13:55:00,0 days 00:25:00.000000000,2020-06-08 14:20:00
6947,TELE5,Dauerwerbesendung,Werbesendung,,Do,06.08.,2020-06-08 13:55:00,0 days 02:00:00.000000000,2020-06-08 15:55:00
6948,PRO7M,Storage Wars  USA 2011,Auktionssoap,Unterhaltung,Do,06.08.,2020-06-08 13:55:00,0 days 00:30:00.000000000,2020-06-08 14:25:00
6949,ARD,Tagesschau  D,Nachrichten,,Do,06.08.,2020-06-08 14:00:00,0 days 00:10:00.000000000,2020-06-08 14:10:00
6950,ZDF,heute – in Deutschland  D,Nachrichten,,Do,06.08.,2020-06-08 14:00:00,0 days 00:15:00.000000000,2020-06-08 14:15:00
6951,RTL,"Die Superhändler – 4 Räume, 1 Deal  D",Trödelshow,Unterhaltung,Do,06.08.,2020-06-08 14:00:00,0 days 01:00:00.000000000,2020-06-08 15:00:00
6952,SAT1,Auf Streife  D,Dokusoap,Unterhaltung,Do,06.08.,2020-06-08 14:00:00,0 days 01:00:00.000000000,2020-06-08 15:00:00
6953,K1,Hawaii Five-0  USA 2015,Krimiserie,Serie,Do,06.08.,2020-06-08 14:00:00,0 days 00:55:00.000000000,2020-06-08 14:55:00
6954,RTL2,Frauentausch  D,Dokusoap,Unterhaltung,Do,06.08.,2020-06-08 14:00:00,0 days 02:00:00.000000000,2020-06-08 16:00:00
6955,VOX,"Mein Kind, dein Kind – Wie erziehst du denn?  D",Dokusoap,Unterhaltung,Do,06.08.,2020-06-08 14:00:00,0 days 01:00:00.000000000,2020-06-08 15:00:00
6956,SAT1G,Unsere kleine Farm  USA 1982,Familienserie,Serie,Do,06.08.,2020-06-08 14:00:00,0 days 00:55:00.000000000,2020-06-08 14:55:00
6957,CC,Life in Pieces  USA 2018,Comedyserie,Serie,Do,06.08.,2020-06-08 14:00:00,0 days 00:24:00.000000000,2020-06-08 14:24:00
6958,SERVU,Servus Wetter  A,Wetterbericht,Report,Do,06.08.,2020-06-08 14:03:00,0 days 00:02:00.000000000,2020-06-08 14:05:00
6959,SERVU,Auf Entdeckungsreise – um die Welt  D 2019,Doku,Report,Do,06.08.,2020-06-08 14:05:00,0 days 01:00:00.000000000,2020-06-08 15:05:00
6960,SIXX,Gilmore Girls  USA 2001,Familienserie,Serie,Do,06.08.,2020-06-08 14:05:00,0 days 00:55:00.000000000,2020-06-08 15:00:00
6961,ARD,Rote Rosen  D 2020,Telenovela,Serie,Do,06.08.,2020-06-08 14:10:00,0 days 00:50:00.000000000,2020-06-08 15:00:00
6962,ZDF,Die Küchenschlacht  D,Kochshow,Unterhaltung,Do,06.08.,2020-06-08 14:15:00,0 days 00:45:00.000000000,2020-06-08 15:00:00
6963,2NEO,Psych  USA 2014,Krimiserie,Serie,Do,06.08.,2020-06-08 14:15:00,0 days 00:40:00.000000000,2020-06-08 14:55:00
6964,FES,"Toni, männlich, Hebamme – Daddy Blues  D 2019",TV-Komödie,Spielfilm,Do,06.08.,2020-06-08 14:15:00,0 days 01:30:00.000000000,2020-06-08 15:45:00
6965,DMAX,Die Schatzsucher – Goldtaucher der Beringsee  USA,Dokusoap,Report,Do,06.08.,2020-06-08 14:15:00,0 days 01:00:00.000000000,2020-06-08 15:15:00
6966,PRO7,Two and a Half Men  USA 2010,Comedyserie,Serie,Do,06.08.,2020-06-08 14:20:00,0 days 00:25:00.000000000,2020-06-08 14:45:00
6967,RTL-N,M*A*S*H  USA 1981,Comedyserie,Serie,Do,06.08.,2020-06-08 14:20:00,0 days 00:25:00.000000000,2020-06-08 14:45:00
6968,CC,Bob's Burgers  USA 2014,Comedyserie,Serie,Do,06.08.,2020-06-08 14:24:00,0 days 00:25:00.000000000,2020-06-08 14:49:00
6969,PRO7M,Storage Wars  USA 2011,Auktionssoap,Unterhaltung,Do,06.08.,2020-06-08 14:25:00,0 days 00:20:00.000000000,2020-06-08 14:45:00
6970,RTLPL,Das Strafgericht  D,Gerichtsshow,Unterhaltung,Do,06.08.,2020-06-08 14:30:00,0 days 00:50:00.000000000,2020-06-08 15:20:00
6971,3SAT,Spreewald – Labyrinth des Wassermanns  D 2005,Doku,Report,Do,06.08.,2020-06-08 14:35:00,0 days 00:45:00.000000000,2020-06-08 15:20:00
6972,PRO7,The Middle  USA 2009,Comedyserie,Serie,Do,06.08.,2020-06-08 14:45:00,0 days 00:30:00.000000000,2020-06-08 15:15:00
6973,RTL-N,M*A*S*H  USA 1981,Comedyserie,Serie,Do,06.08.,2020-06-08 14:45:00,0 days 00:25:00.000000000,2020-06-08 15:10:00
6974,PRO7M,Storage Wars  USA 2011,Auktionssoap,Unterhaltung,Do,06.08.,2020-06-08 14:45:00,0 days 00:20:00.000000000,2020-06-08 15:05:00
6975,CC,Bob's Burgers  USA 2014,Comedyserie,Serie,Do,06.08.,2020-06-08 14:49:00,0 days 00:19:00.000000000,2020-06-08 15:08:00
6976,K1,Navy CIS: L.A.  USA 2015,Krimiserie,Serie,Do,06.08.,2020-06-08 14:55:00,0 days 00:55:00.000000000,2020-06-08 15:50:00
6977,2NEO,Monk  USA 2005,Krimiserie,Serie,Do,06.08.,2020-06-08 14:55:00,0 days 00:40:00.000000000,2020-06-08 15:35:00
6978,SAT1G,Ein Engel auf Erden  USA 1984,Familienserie,Serie,Do,06.08.,2020-06-08 14:55:00,0 days 00:50:00.000000000,2020-06-08 15:45:00
6979,ARD,Tagesschau  D,Nachrichten,,Do,06.08.,2020-06-08 15:00:00,0 days 00:10:00.000000000,2020-06-08 15:10:00
6980,ZDF,heute Xpress,Nachrichten,,Do,06.08.,2020-06-08 15:00:00,0 days 00:05:00.000000000,2020-06-08 15:05:00
6981,RTL,"Die Superhändler – 4 Räume, 1 Deal  D",Trödelshow,Unterhaltung,Do,06.08.,2020-06-08 15:00:00,0 days 01:00:00.000000000,2020-06-08 16:00:00
6982,SAT1,Auf Streife – Die Spezialisten  D,Dokusoap,Unterhaltung,Do,06.08.,2020-06-08 15:00:00,0 days 01:00:00.000000000,2020-06-08 16:00:00
6983,VOX,Shopping Queen  D,Stylingsoap,Unterhaltung,Do,06.08.,2020-06-08 15:00:00,0 days 01:00:00.000000000,2020-06-08 16:00:00
6984,SIXX,Charmed – Zauberhafte Hexen  USA 2004,Mysteryserie,Serie,Do,06.08.,2020-06-08 15:00:00,0 days 00:55:00.000000000,2020-06-08 15:55:00
6985,ZDF,Bares für Rares  D,Trödelshow,Unterhaltung,Do,06.08.,2020-06-08 15:05:00,0 days 00:55:00.000000000,2020-06-08 16:00:00
6986,SERVU,Moderne Wunder  USA,Reportagereihe,Report,Do,06.08.,2020-06-08 15:05:00,0 days 00:55:00.000000000,2020-06-08 16:00:00
6987,PRO7M,Storage Wars  USA 2011,Auktionssoap,Unterhaltung,Do,06.08.,2020-06-08 15:05:00,0 days 00:30:00.000000000,2020-06-08 15:35:00
6988,CC,Bob's Burgers  USA 2013,Comedyserie,Serie,Do,06.08.,2020-06-08 15:08:00,0 days 00:26:00.000000000,2020-06-08 15:34:00
6989,ARD,Sturm der Liebe  D 2020,Telenovela,Serie,Do,06.08.,2020-06-08 15:10:00,0 days 00:50:00.000000000,2020-06-08 16:00:00
6990,RTL-N,"Hör' mal, wer da hämmert!  USA 1996",Comedyserie,Serie,Do,06.08.,2020-06-08 15:10:00,0 days 00:20:00.000000000,2020-06-08 15:30:00
6991,PRO7,The Middle  USA 2009,Comedyserie,Serie,Do,06.08.,2020-06-08 15:15:00,0 days 00:25:00.000000000,2020-06-08 15:40:00
6992,DMAX,Die Schatzsucher – Goldtaucher der Beringsee  USA,Dokusoap,Report,Do,06.08.,2020-06-08 15:15:00,0 days 01:00:00.000000000,2020-06-08 16:15:00
6993,3SAT,Stromaufwärts! Europas Wasserwege  D 2020,Dokumentationsreihe,Report,Do,06.08.,2020-06-08 15:20:00,0 days 00:40:00.000000000,2020-06-08 16:00:00
6994,RTLPL,Das Familiengericht  D,Gerichtsshow,Unterhaltung,Do,06.08.,2020-06-08 15:20:00,0 days 00:50:00.000000000,2020-06-08 16:10:00
6995,RTL-N,"Hör' mal, wer da hämmert!  USA 1996",Comedyserie,Serie,Do,06.08.,2020-06-08 15:30:00,0 days 00:30:00.000000000,2020-06-08 16:00:00
6996,CC,American Dad  USA 2008,Zeichentrickserie,Serie,Do,06.08.,2020-06-08 15:34:00,0 days 00:25:00.000000000,2020-06-08 15:59:00
6997,2NEO,Monk  USA 2005,Krimiserie,Serie,Do,06.08.,2020-06-08 15:35:00,0 days 00:45:00.000000000,2020-06-08 16:20:00
6998,PRO7M,Storage Wars  USA 2011,Auktionssoap,Unterhaltung,Do,06.08.,2020-06-08 15:35:00,0 days 00:25:00.000000000,2020-06-08 16:00:00
6999,PRO7,The Big Bang Theory  USA 2015,Sitcom,Serie,Do,06.08.,2020-06-08 15:40:00,0 days 00:25:00.000000000,2020-06-08 16:05:00
7000,FES,Morden im Norden  D 2016,Krimiserie,Serie,Do,06.08.,2020-06-08 15:45:00,0 days 00:50:00.000000000,2020-06-08 16:35:00
7001,SAT1G,Diagnose: Mord  USA 1999,Krimiserie,Serie,Do,06.08.,2020-06-08 15:45:00,0 days 00:50:00.000000000,2020-06-08 16:35:00
7002,K1,Kabel Eins News,Nachrichten,,Do,06.08.,2020-06-08 15:50:00,0 days 00:10:00.000000000,2020-06-08 16:00:00
7003,TELE5,Dauerwerbesendung,Werbesendung,,Do,06.08.,2020-06-08 15:55:00,0 days 00:10:00.000000000,2020-06-08 16:05:00
7004,SIXX,Charmed – Zauberhafte Hexen  USA 2005,Mysteryserie,Serie,Do,06.08.,2020-06-08 15:55:00,0 days 00:45:00.000000000,2020-06-08 16:40:00
7005,CC,American Dad  USA 2009,Zeichentrickserie,Serie,Do,06.08.,2020-06-08 15:59:00,0 days 00:29:00.000000000,2020-06-08 16:28:00
7006,ARD,Tagesschau  D,Nachrichten,,Do,06.08.,2020-06-08 16:00:00,0 days 00:10:00.000000000,2020-06-08 16:10:00
7007,ZDF,heute – in Europa,Europanachrichten,,Do,06.08.,2020-06-08 16:00:00,0 days 00:10:00.000000000,2020-06-08 16:10:00
7008,RTL,Kitsch oder Kasse  D,Ratespiel,Unterhaltung,Do,06.08.,2020-06-08 16:00:00,0 days 01:00:00.000000000,2020-06-08 17:00:00
7009,SAT1,Klinik am Südring  D,Dokusoap,Unterhaltung,Do,06.08.,2020-06-08 16:00:00,0 days 01:00:00.000000000,2020-06-08 17:00:00
7010,K1,Navy CIS  USA 2009,Krimiserie,Serie,Do,06.08.,2020-06-08 16:00:00,0 days 00:55:00.000000000,2020-06-08 16:55:00
7011,RTL2,Die Straßencops Süd – Jugend im Visier  D,Dokusoap,Unterhaltung,Do,06.08.,2020-06-08 16:00:00,0 days 01:00:00.000000000,2020-06-08 17:00:00
7012,VOX,4 Hochzeiten und eine Traumreise  D,Hochzeitsdokusoap,Unterhaltung,Do,06.08.,2020-06-08 16:00:00,0 days 01:00:00.000000000,2020-06-08 17:00:00
7013,3SAT,Stromaufwärts! Europas Wasserwege  D 2020,Dokumentationsreihe,Report,Do,06.08.,2020-06-08 16:00:00,0 days 00:45:00.000000000,2020-06-08 16:45:00
7014,ARTE,California Dreaming – Der Zukunft einen Schritt voraus  D 2018,Dokureihe,Report,Do,06.08.,2020-06-08 16:00:00,0 days 00:55:00.000000000,2020-06-08 16:55:00
7015,SERVU,Aufgedeckt – Rätsel der Geschichte  GB/Kan. 2013,Doku,Report,Do,06.08.,2020-06-08 16:00:00,0 days 01:00:00.000000000,2020-06-08 17:00:00
7016,RTL-N,"Walker, Texas Ranger: Schwarze Spinne  USA 1994",TV-Action,Spielfilm,Do,06.08.,2020-06-08 16:00:00,0 days 01:35:00.000000000,2020-06-08 17:35:00
7017,PRO7M,Storage Wars  USA 2011,Auktionssoap,Unterhaltung,Do,06.08.,2020-06-08 16:00:00,0 days 00:25:00.000000000,2020-06-08 16:25:00
7018,PRO7,The Big Bang Theory  USA 2015,Sitcom,Serie,Do,06.08.,2020-06-08 16:05:00,0 days 00:30:00.000000000,2020-06-08 16:35:00
7019,TELE5,Dauerwerbesendung,Werbesendung,,Do,06.08.,2020-06-08 16:05:00,0 days 00:10:00.000000000,2020-06-08 16:15:00
7020,ARD,Verrückt nach Meer  D 2019,Dokusoap,Report,Do,06.08.,2020-06-08 16:10:00,0 days 00:50:00.000000000,2020-06-08 17:00:00
7021,ZDF,Die Rosenheim-Cops  D 2011,Krimiserie,Serie,Do,06.08.,2020-06-08 16:10:00,0 days 00:50:00.000000000,2020-06-08 17:00:00
7022,RTLPL,Das Familiengericht  D,Gerichtsshow,Unterhaltung,Do,06.08.,2020-06-08 16:10:00,0 days 00:50:00.000000000,2020-06-08 17:00:00
7023,TELE5,Star Trek – Das nächste Jahrhundert  USA,Sci-Fi-Serie,Serie,Do,06.08.,2020-06-08 16:15:00,0 days 01:00:00.000000000,2020-06-08 17:15:00
7024,DMAX,Border Control – Spaniens Grenzschützer  E,Dokureihe,Report,Do,06.08.,2020-06-08 16:15:00,0 days 00:30:00.000000000,2020-06-08 16:45:00
7025,2NEO,Psych  USA 2014,Krimiserie,Serie,Do,06.08.,2020-06-08 16:20:00,0 days 00:40:00.000000000,2020-06-08 17:00:00
7026,PRO7M,Haikyuu  Jap. 2015,Animeserie,Kinder  ab 9 Jahren,Do,06.08.,2020-06-08 16:25:00,0 days 00:30:00.000000000,2020-06-08 16:55:00
7027,CC,American Dad  USA 2008,Zeichentrickserie,Serie,Do,06.08.,2020-06-08 16:28:00,0 days 00:24:00.000000000,2020-06-08 16:52:00
7028,PRO7,The Big Bang Theory  USA 2015,Sitcom,Serie,Do,06.08.,2020-06-08 16:35:00,0 days 00:25:00.000000000,2020-06-08 17:00:00
7029,FES,Geld.Macht.Liebe  D 2009,Familienserie,Serie,Do,06.08.,2020-06-08 16:35:00,0 days 00:45:00.000000000,2020-06-08 17:20:00
7030,SAT1G,Mord ist ihr Hobby  USA 1995,Krimiserie,Serie,Do,06.08.,2020-06-08 16:35:00,0 days 00:45:00.000000000,2020-06-08 17:20:00
7031,SIXX,Charmed – Zauberhafte Hexen  USA 2005,Mysteryserie,Serie,Do,06.08.,2020-06-08 16:40:00,0 days 00:50:00.000000000,2020-06-08 17:30:00
7032,3SAT,Stromaufwärts! Europas Wasserwege  D 2020,Dokumentationsreihe,Report,Do,06.08.,2020-06-08 16:45:00,0 days 00:45:00.000000000,2020-06-08 17:30:00
7033,DMAX,Border Control – Spaniens Grenzschützer  E,Dokureihe,Report,Do,06.08.,2020-06-08 16:45:00,0 days 00:30:00.000000000,2020-06-08 17:15:00
7034,CC,BoJack Horseman​  USA 2015,Zeichentrickserie,Serie,Do,06.08.,2020-06-08 16:52:00,0 days 00:28:00.000000000,2020-06-08 17:20:00
7035,K1,Abenteuer Leben täglich  D,Wissensmagazin,Unterhaltung,Do,06.08.,2020-06-08 16:55:00,0 days 01:00:00.000000000,2020-06-08 17:55:00
7036,ARTE,Xenius  D,Wissensmagazin,Report,Do,06.08.,2020-06-08 16:55:00,0 days 00:25:00.000000000,2020-06-08 17:20:00
